,ALLSKY_SFC_SW_DWN,PRECTOTCORR,PS,RH2M,T2M,WS2M,PREC_lag1,PREC_lag2,PREC_lag4,PREC_lag8,T2M_lag1,T2M_lag2,T2M_lag4,T2M_lag8,RH2M_lag1,RH2M_lag2,RH2M_lag4,RH2M_lag8,PREC_roll4_mean,PREC_roll4_std,PREC_roll12_mean,PREC_roll12_std,T2M_roll4_mean,T2M_roll12_mean,week_sin,week_cos,None_lag1,D0_lag1,D1_lag1,D2_lag1,D3_lag1,D4_lag1,None_lag2,D0_lag2,D1_lag2,D2_lag2,D3_lag2,D4_lag2,heat_dry_stress
T2M_lag8,0.15996965405530866,0.10612306340417348,0.09910800180664565,0.2456565263637603,0.518147568287319,0.48927794600756236,0.15463896320518453,0.21521103764898175,0.308724347610759,0.4100979795287369,0.6060414461245556,0.6813787430213543,0.8118221258816992,1.0,0.29070721814908446,0.328388063069554,0.3965655784419041,0.48225842591451806,0.3419585018926108,0.23208839953753158,0.6569978390472461,0.4645682962130276,0.7372160847334691,0.9490778883026331,0.9171253323267932,0.2438228753261694,0.04208888505755111,0.04208888505755108,0.0381252801686782,0.04188218207920944,0.02045245533120957,0.01928370202572488,0.046179158520377725,0.046179158520377774,0.038851805426954766,0.037694020810809,0.008902144451060022,0.040802823305718355,0.5087318986249685
RH2M_lag1,0.335770077502514,0.07794035705904313,0.07556230229910135,0.6672954677016912,0.4174358717900112,0.0662656992322092,0.27565385427587374,0.043924806750648034,0.04961764889076798,0.04204684843967877,0.47200109456479966,0.44338317152849926,0.4190226921086324,0.29070721814908446,1.0,0.6670995241234825,0.5021113700280861,0.36268726442007165,0.08282964349979689,0.08573485976052753,0.032771235531776736,0.029882819685949035,0.45300461619450516,0.36140805577245394,0.1628518812784815,0.350544856371602,0.2620409612480537,0.26204096124805376,0.28355683094301776,0.26212406884088213,0.2168289219741536,0.11633484149968437,0.24059752359085143,0.24059752359085165,0.2664940941523148,0.24523170880034262,0.20161144714865273,0.08880728705881004,0.5188900148932357
RH2M_lag2,0.2875515553748285,0.09069008565521079,0.12468858800878996,0.5512889772048803,0.3864537512349973,0.10572864333398478,0.07520694900941662,0.27094054017815583,0.03846441419525583,0.048944579415472596,0.4167725585305064,0.47158790839748727,0.41412606509645483,0.328388063069554,0.6670995241234825,1.0,0.5497869374908428,0.38521276976035135,0.07348086789788291,0.06266446859433375,0.035213709729399446,0.018229898596025453,0.4518948601213426,0.390728283143248,0.20482209346626762,0.32522464323083555,0.30492157960513,0.30492157960512956,0.3065881594325869,0.28000078445849846,0.239187264330253,0.12862733863254924,0.2612029647214065,0.2612029647214069,0.28346738832706814,0.26226148976438785,0.216926282041584,0.11626227568187475,0.4688972423648392
RH2M_lag4,0.23509555834198886,0.0687939097856892,0.006347302323660791,0.4653702473015779,0.3355697404270317,0.14011664753947703,0.07335293760501972,0.09535498310231802,0.2716094608121934,0.04743544186429296,0.36010092820060957,0.38833893736000646,0.47248887850745586,0.3965655784419041,0.5021113700280861,0.5497869374908428,1.0,0.4677009698353146,0.008773833453082136,0.017143350881763993,0.04717349172376852,0.011841947126174148,0.42455934571455617,0.43008823497354687,0.28066654541461766,0.2634236860261952,0.3219268431462241,0.32192684314622433,0.3285629595176036,0.3024528507882672,0.27026785688507254,0.14626712717052015,0.3155748775898282,0.31557487758982833,0.3186790896411777,0.29223017619883984,0.2579620436458581,0.13460012556741152,0.4071572741006954
RH2M_lag8,0.05979423537461617,0.03122502498897035,0.02824164233885851,0.30364671871225823,0.21918093549017098,0.18211111519105697,0.013998978427369252,0.07594171721605336,0.07796043219122128,0.25892391161384853,0.2579281346811316,0.278644187420633,0.34420943931655124,0.48225842591451806,0.36268726442007165,0.38521276976035135,0.4677009698353146,1.0,0.08502239992003041,0.12689312176445633,0.05298251184675141,0.05826951056783098,0.3095889057382591,0.4335394745156096,0.3809772657544619,0.09916895881090797,0.31956780845165916,0.31956780845165933,0.3528058124755387,0.32736151911201106,0.30888423437519,0.21751204198598728,0.32094937727277656,0.32094937727277634,0.35163949102081077,0.3181603470083793,0.297498433851987,0.19230306446277545,0.2744352091715344
PREC_roll4_mean,0.6671769473689547,0.4368227913999068,0.16403211001038104,0.030667191029167103,0.6759583047202201,0.3978463746575096,0.6873656497714861,0.7066523786689499,0.6887435191907955,0.34448267685948003,0.6489647391991339,0.6335823925160872,0.566556881116638,0.3419585018926108,0.08282964349979689,0.07348086789788291,0.008773833453082136,0.08502239992003041,1.0,0.8256065609449142,0.7723781569627521,0.734139666394993,0.6350976696147962,0.45269457961633736,0.181577082827797,0.7253879400731573,0.2285718718498383,0.2285718718498382,0.14571653091922562,0.15851976035483445,0.18941984457499284,0.18924598182051036,0.19607992951944134,0.19607992951944148,0.1288339513974685,0.14769461405892076,0.17937720425887582,0.1818806622959604,0.5326203420996622
PREC_roll4_std,0.4872966303657888,0.3319017516147348,0.1514920909950052,0.006128589870445556,0.46722209401200654,0.29368451907113297,0.5600087211737271,0.5690727793449625,0.5891442769105841,0.1820539121872205,0.44704267673297976,0.43289272406113505,0.37218950189675987,0.23208839953753158,0.08573485976052753,0.06266446859433375,0.017143350881763993,0.12689312176445633,0.8256065609449142,1.0,0.5617183773919655,0.6813760614214386,0.4293316757507066,0.3004956072214061,0.08901091934508291,0.5286465076475118,0.21708936449879288,0.2170893644987928,0.15465819555307744,0.15521292633972436,0.1628911120702692,0.1541353178990741,0.18248282287633968,0.18248282287633968,0.13960591755784582,0.14860035009233766,0.15547581292624185,0.14742225652654023,0.3628593202328727
PREC_roll12_mean,0.5620951164320148,0.3338682984937001,0.0471298016659808,0.07954767247507652,0.7333872533132757,0.5605461542560222,0.48175338502534937,0.5271731909577606,0.5867381507768464,0.6103319600833925,0.7597583774336352,0.7837864864284735,0.7852508314991821,0.6569978390472461,0.032771235531776736,0.035213709729399446,0.04717349172376852,0.05298251184675141,0.7723781569627521,0.5617183773919655,1.0,0.8622797910082666,0.8078285494644977,0.7539289789271677,0.5754117649485877,0.633026872063202,0.307313375338602,0.30731337533860187,0.21257170289826963,0.20939590058004817,0.24484296586711424,0.23194629813998438,0.30103870968122426,0.30103870968122426,0.2050810451663535,0.20478954247156142,0.24129385107570614,0.2304696242782555,0.6112597285700825
PREC_roll12_std,0.5118455017472201,0.31983447567788537,0.06597594230128448,0.00804663682766236,0.5873490499374615,0.4657258983323933,0.4904285560733729,0.5080439007618887,0.5330421090437649,0.5012975579154789,0.5966366928791217,0.6091824867273137,0.5862746963392504,0.4645682962130276,0.029882819685949035,0.018229898596025453,0.011841947126174148,0.05826951056783098,0.734139666394993,0.6813760614214386,0.8622797910082666,1.0,0.620523686005383,0.5471065427984382,0.37067710252429725,0.5663519174677573,0.31458624862070117,0.314586248620701,0.2488508495231743,0.2513816411345945,0.26739478949660805,0.24251437252171615,0.3128071391744686,0.3128071391744691,0.2436978453208422,0.24855435483646976,0.26308626429317267,0.238467740087297,0.48009349478880575
T2M_roll4_mean,0.6980016016921821,0.38148405797894264,0.1261894596555433,0.43189340363960604,0.9068043633053984,0.5335619526902027,0.4063358556181502,0.43789090738512576,0.4695019084393092,0.4909824770215401,0.955939152071026,0.9752069929084185,0.9561220535954036,0.7372160847334691,0.45300461619450516,0.4518948601213426,0.42455934571455617,0.3095889057382591,0.6350976696147962,0.4293316757507066,0.8078285494644977,0.620523686005383,1.0,0.8747498968227272,0.5798868847462137,0.7802581930461062,0.05699928835996627,0.05699928835996628,0.033514335071898244,0.013652625915338218,0.04708400723083949,0.11415576412129455,0.059970519532837406,0.059970519532837496,0.029043757882877982,0.00698444167983467,0.05751719751878665,0.12646485020060455,0.8606776676448114
T2M_roll12_mean,0.3338483838511052,0.1914168460329538,0.048371506733593174,0.32234670266166776,0.6698138444884257,0.5478358115059848,0.2432018975812199,0.29612735127091816,0.3826770732123553,0.49235536563706095,0.7548172697722404,0.8235723976049458,0.9211013349817809,0.9490778883026331,0.36140805577245394,0.390728283143248,0.43008823497354687,0.4335394745156096,0.45269457961633736,0.3004956072214061,0.7539289789271677,0.5471065427984382,0.8747498968227272,1.0,0.8893590841824378,0.418944022087076,0.049669729283352705,0.04966972928335259,0.04092951526344895,0.03686556376797325,0.0007400050743673275,0.0505012031521581,0.052961207994124175,0.05296120799412405,0.039749227452119326,0.03170915255810763,0.011146133434947912,0.06818743704061983,0.650431158944881
week_sin,0.08125882098901263,0.03151419847296939,0.2006967040229753,0.11791177039688362,0.3092672524818833,0.4591142583175155,0.031775471300849796,0.09691637905663854,0.21935885661916554,0.42107326957872243,0.41642490503006935,0.5174570527495473,0.6950579485814187,0.9171253323267932,0.1628518812784815,0.20482209346626762,0.28066654541461766,0.3809772657544619,0.181577082827797,0.08901091934508291,0.5754117649485877,0.37067710252429725,0.5798868847462137,0.8893590841824378,1.0,0.009083709724448297,0.046837722457783046,0.046837722457783046,0.025811537442827832,0.030284758580400507,0.013828308705991698,0.006830983127258658,0.0517980586387512,0.05179805863875113,0.027765036799507772,0.028749073398574344,0.0045146886581149065,0.024602623625266072,0.30655136102951425
week_cos,0.9417781972668697,0.524310470820988,0.2833587592561983,0.36867758025381453,0.8969353671980421,0.37025575305611164,0.5229249840319018,0.5192430425472228,0.47886272469448643,0.32031566635193787,0.8517440129284942,0.7938662393348117,0.6439300146982361,0.2438228753261694,0.350544856371602,0.32522464323083555,0.2634236860261952,0.09916895881090797,0.7253879400731573,0.5286465076475118,0.633026872063202,0.5663519174677573,0.7802581930461062,0.418944022087076,0.009083709724448297,1.0,0.05241267964640766,0.05241267964640777,0.012490893721487368,0.014905007526265819,0.08001890728148817,0.15065642426169754,0.04718307549191454,0.04718307549191451,0.008751978094589385,0.018849678413991856,0.0814384633984897,0.14896377036375025,0.8228812896050803
None_lag1,0.04516177502064205,0.0989432859137657,0.04622308703390822,0.24055283837186903,0.06490900939866816,0.07283548677546864,0.10847283733848155,0.16140390879452102,0.18824972383539404,0.19243883975430698,0.06119675686760528,0.05410871215506161,0.051381531114494,0.04208888505755111,0.2620409612480537,0.30492157960513,0.3219268431462241,0.31956780845165916,0.2285718718498383,0.21708936449879288,0.307313375338602,0.31458624862070117,0.05699928835996627,0.049669729283352705,0.046837722457783046,0.05241267964640766,1.0,1.0,0.7090673671873384,0.5321560238633296,0.45051692260997855,0.3154509574597626,0.9392588825368917,0.9392588825368917,0.7026813725236759,0.5318978912139334,0.45051692260997767,0.31545095745976226,0.0239279903408852
D0_lag1,0.04516177502064214,0.09894328591376578,0.0462230870339082,0.24055283837186892,0.06490900939866812,0.07283548677546858,0.10847283733848159,0.16140390879452082,0.1882497238353941,0.1924388397543073,0.06119675686760526,0.054108712155061515,0.05138153111449392,0.04208888505755108,0.26204096124805376,0.30492157960512956,0.32192684314622433,0.31956780845165933,0.2285718718498382,0.2170893644987928,0.30731337533860187,0.314586248620701,0.05699928835996628,0.04966972928335259,0.046837722457783046,0.05241267964640777,1.0,1.0,0.7090673671873382,0.5321560238633296,0.4505169226099783,0.3154509574597624,0.9392588825368914,0.9392588825368916,0.702681372523676,0.5318978912139332,0.45051692260997744,0.31545095745976215,0.023927990340885198
D1_lag1,0.010691890782143741,0.07250718273126387,0.010781492545277716,0.2664775102866764,0.018901643558084137,0.015757316869200965,0.07731878967537963,0.09981884160554648,0.11875115802627444,0.13229653826704063,0.025703096904275854,0.03148513706309111,0.03729937063028522,0.0381252801686782,0.28355683094301776,0.3065881594325869,0.3285629595176036,0.3528058124755387,0.14571653091922562,0.15465819555307744,0.21257170289826963,0.2488508495231743,0.033514335071898244,0.04092951526344895,0.025811537442827832,0.012490893721487368,0.7090673671873384,0.7090673671873382,1.0,0.8021869201923891,0.6815233483073095,0.4773367499561019,0.7088726624613416,0.708872662461342,0.9662567507591208,0.7998960814131916,0.6814809053345908,0.4773366625523761,0.10367735212007403
D2_lag1,0.012337565779115904,0.08941936124863342,0.022311436130544673,0.2452246258244376,0.004736768450629093,0.0023313268111310767,0.09782709088113739,0.10939067482762077,0.11902240125790703,0.12466710469982212,0.0035261009352545343,0.011077180955349042,0.02190292175325778,0.04188218207920944,0.26212406884088213,0.28000078445849846,0.3024528507882672,0.32736151911201106,0.15851976035483445,0.15521292633972436,0.20939590058004817,0.2513816411345945,0.013652625915338218,0.03686556376797325,0.030284758580400507,0.014905007526265819,0.5321560238633296,0.5321560238633296,0.8021869201923891,1.0,0.8773881304785982,0.6162346541278225,0.5321052009437602,0.5321052009437602,0.8020119044032281,0.9802966759933543,0.8760949836507865,0.6162341722045848,0.07306497994542549
D3_lag1,0.07383970725292577,0.11341463530319895,0.033110759843591665,0.20160482945301658,0.0707045488212643,0.016019238145944643,0.11956594573868516,0.1293601707116861,0.14096641944776458,0.14258846785997187,0.06205943214016999,0.050451719035176826,0.029474553895843317,0.02045245533120957,0.2168289219741536,0.239187264330253,0.27026785688507254,0.30888423437519,0.18941984457499284,0.1628911120702692,0.24484296586711424,0.26739478949660805,0.04708400723083949,0.0007400050743673275,0.013828308705991698,0.08001890728148817,0.45051692260997855,0.4505169226099783,0.6815233483073095,0.8773881304785982,1.0,0.7310293239889777,0.45051692260997733,0.45051692260997744,0.6815287007228304,0.8775052629286699,0.9813766593168101,0.7309232694577568,0.005933691945627136
D4_lag1,0.14067212356307252,0.11274185641483037,0.03240938076374155,0.08879683970345859,0.13940598884124822,0.030158840798792844,0.12870045491170243,0.13401148307503946,0.13299889030654075,0.1342375128951913,0.12732669228430157,0.1170881589390263,0.09095490295962046,0.01928370202572488,0.11633484149968437,0.12862733863254924,0.14626712717052015,0.21751204198598728,0.18924598182051036,0.1541353178990741,0.23194629813998438,0.24251437252171615,0.11415576412129455,0.0505012031521581,0.006830983127258658,0.15065642426169754,0.3154509574597626,0.3154509574597624,0.4773367499561019,0.6162346541278225,0.7310293239889777,1.0,0.31545095745976304,0.3154509574597632,0.4773367499561027,0.6162347600622292,0.7310146177462837,0.9688291154442,0.1104029918778852
None_lag2,0.04012909802101199,0.09502858180885382,0.043194634743817906,0.2338627481238507,0.0639035089822028,0.0757337344713151,0.09972794554549412,0.10577218794743568,0.17885819709290932,0.19701574305900896,0.06439340106580234,0.060465817107023846,0.05310468848121994,0.046179158520377725,0.24059752359085143,0.2612029647214065,0.3155748775898282,0.32094937727277656,0.19607992951944134,0.18248282287633968,0.30103870968122426,0.3128071391744686,0.059970519532837406,0.052961207994124175,0.0517980586387512,0.04718307549191454,0.9392588825368917,0.9392588825368914,0.7088726624613416,0.5321052009437602,0.45051692260997733,0.31545095745976304,1.0,0.9999999999999998,0.7090673671873398,0.5321560238633302,0.4505169226099771,0.31545095745976315,0.021981150984360574
D0_lag2,0.04012909802101192,0.09502858180885396,0.043194634743817774,0.2338627481238509,0.06390350898220276,0.07573373447131508,0.09972794554549418,0.10577218794743573,0.17885819709290945,0.19701574305900918,0.06439340106580253,0.0604658171070237,0.05310468848121986,0.046179158520377774,0.24059752359085165,0.2612029647214069,0.31557487758982833,0.32094937727277634,0.19607992951944148,0.18248282287633968,0.30103870968122426,0.3128071391744691,0.059970519532837496,0.05296120799412405,0.05179805863875113,0.04718307549191451,0.9392588825368917,0.9392588825368916,0.708872662461342,0.5321052009437602,0.45051692260997744,0.3154509574597632,0.9999999999999998,1.0,0.7090673671873398,0.5321560238633304,0.45051692260997733,0.31545095745976315,0.02198115098436065
D1_lag2,0.00660459533914065,0.06937713199707955,0.013517693220822491,0.24905352121356694,0.013948761562304773,0.012656086811666844,0.0730197295633901,0.07557330727976151,0.11018744089801508,0.1334818095536862,0.019189683345546334,0.026102952402392635,0.03514862145022444,0.038851805426954766,0.2664940941523148,0.28346738832706814,0.3186790896411777,0.35163949102081077,0.1288339513974685,0.13960591755784582,0.2050810451663535,0.2436978453208422,0.029043757882877982,0.039749227452119326,0.027765036799507772,0.008751978094589385,0.7026813725236759,0.702681372523676,0.9662567507591208,0.8020119044032281,0.6815287007228304,0.4773367499561027,0.7090673671873398,0.7090673671873398,1.0,0.8021869201923907,0.6815233483073084,0.47733674995610215,0.09048087705471781
D2_lag2,0.01772261355002025,0.08703602920744628,0.01962667486204655,0.23098232980848551,0.011280314286471225,0.007207355724568035,0.08982157124437096,0.09653564332062346,0.1156115919552111,0.11792645919035652,0.004508718085333366,0.0038406119867883276,0.01636033643682768,0.037694020810809,0.24523170880034262,0.26226148976438785,0.29223017619883984,0.3181603470083793,0.14769461405892076,0.14860035009233766,0.20478954247156142,0.24855435483646976,0.00698444167983467,0.03170915255810763,0.028749073398574344,0.018849678413991856,0.5318978912139334,0.5318978912139332,0.7998960814131916,0.9802966759933543,0.8775052629286699,0.6162347600622292,0.5321560238633302,0.5321560238633304,0.8021869201923907,1.0,0.8773881304785986,0.6162346541278226,0.05898194266934933
D3_lag2,0.0774960208140358,0.10750073549188355,0.030228666154466007,0.18738674172549916,0.07752177671348223,0.023759089217734796,0.11377732701318127,0.118479444331366,0.13816540559656054,0.14073639006162425,0.07046204015102897,0.0617210111429202,0.03975118462460837,0.008902144451060022,0.20161144714865273,0.216926282041584,0.2579620436458581,0.297498433851987,0.17937720425887582,0.15547581292624185,0.24129385107570614,0.26308626429317267,0.05751719751878665,0.011146133434947912,0.0045146886581149065,0.0814384633984897,0.45051692260997767,0.45051692260997744,0.6814809053345908,0.8760949836507865,0.9813766593168101,0.7310146177462837,0.4505169226099771,0.45051692260997733,0.6815233483073084,0.8773881304785986,1.0,0.731029323988977,0.01981307125459795
